property_area,house_age,house_style,neighborhood,overall_quality,overall_condition,spaciousness,liv_lot_ratio,remodel_age,bath_area,bsmt_area,garage_area,garage_age,has_2ndfloor,has_porch,has_pool,has_multiple_kitchen,sale_price
3947,5,1Story,NridgHt,8,5,272.0,0.0,2,2.0,1711,727,0.0,0,1,0,0,257471
2826,0,1Story,NridgHt,8,5,224.0,0.0,5,2.5,1353,874,2.0,0,1,0,0,297180
3949,10,1Story,CollgCr,7,5,255.0,0.0,3,2.0,2384,857,9.0,0,1,0,0,265606
3074,5,2Story,CollgCr,8,5,237.0,0.0,2,2.5,989,691,0.0,1,1,0,0,283242
1278,38,1Story,NAmes,5,5,180.0,0.0,36,2.0,925,298,33.0,0,1,0,0,122058
1523,57,1Story,Edwards,4,5,172.0,0.0,55,1.0,88,14,,0,0,0,0,82028
2299,9,1Story,CollgCr,7,5,296.0,0.0,5,3.0,1468,508,5.0,0,1,0,0,163088
1428,28,1Story,NAmes,5,6,178.0,0.0,50,1.0,902,314,45.0,0,0,0,0,143911
1584,36,1Story,NAmes,5,5,205.0,0.0,40,1.0,943,300,45.0,0,0,0,0,118109
2032,104,1.5Fin,OldTown,5,8,239.0,0.0,58,1.0,828,156,74.0,1,1,0,0,104308
2192,52,1Story,NAmes,5,5,187.0,0.0,43,2.0,692,413,52.0,0,1,0,0,114183
1879,59,2Story,OldTown,6,6,239.0,0.0,55,1.5,499,249,50.0,1,1,0,0,146255
2584,3,2Story,Somerst,8,5,239.0,0.0,0,2.5,1476,546,6.0,0,1,0,0,264785
2987,64,2Story,OldTown,6,8,253.0,0.0,15,2.0,749,448,32.0,1,1,0,0,100370
3406,6,1Story,CollgCr,7,5,241.0,0.0,1,2.0,2033,762,1.0,0,1,0,0,296822
2712,6,1Story,CollgCr,7,5,256.0,0.0,6,2.0,1428,579,9.0,0,1,0,0,159610
1808,89,1Story,OldTown,4,5,202.0,0.0,55,1.0,735,283,73.0,0,1,0,0,71926
2814,4,2Story,Gilbert,7,5,239.0,0.0,3,2.5,963,483,1.0,1,1,0,0,161872
2091,30,1Story,CollgCr,5,5,190.0,0.0,32,2.0,953,443,29.0,0,1,0,0,103733
2506,2,1Story,CollgCr,7,5,194.0,0.0,1,2.0,1319,641,6.0,0,1,0,0,167311
2812,11,2Story,CollgCr,7,5,297.0,0.0,2,2.5,916,1005,0.0,1,1,0,0,236801
3010,5,2Story,Gilbert,7,5,292.0,0.0,13,2.5,873,423,11.0,1,1,0,0,180551
3050,0,1Story,Timber,8,5,243.0,0.0,0,2.0,1914,696,3.0,0,1,0,0,278408
1531,96,1Story,Edwards,5,5,187.0,0.0,1,2.0,863,569,19.0,0,1,0,0,138047
3632,12,2Story,SawyerW,7,5,291.0,0.0,11,2.5,674,451,13.0,1,1,0,0,178711
1663,59,2Story,BrkSide,6,7,198.0,0.0,55,2.0,628,279,30.0,1,1,0,0,77607
2843,7,1Story,CollgCr,7,5,207.0,0.0,4,3.0,1472,483,3.0,0,1,0,0,264215
1987,80,1.5Fin,OldTown,5,8,168.0,0.0,60,1.0,682,230,71.0,1,1,0,0,135775
1869,51,1Story,NAmes,5,5,165.0,0.0,38,2.0,944,0,31.0,0,1,0,0,135617
3039,49,1Story,NAmes,6,5,261.0,0.0,8,3.0,1495,438,20.0,0,1,0,0,217346
1389,41,1.5Fin,NAmes,5,6,188.0,0.0,58,1.0,929,285,57.0,1,1,0,0,135280
1687,46,1Story,Edwards,6,5,218.0,0.0,34,2.0,616,503,27.0,1,1,0,0,118785
2972,35,1Story,NWAmes,7,5,200.0,0.0,5,3.0,1652,652,10.0,0,1,0,0,255677
4195,15,2Story,SawyerW,7,5,300.0,0.0,16,3.0,1275,516,14.0,1,1,0,0,230849
1772,35,2Story,BrDale,6,5,183.0,0.0,32,1.5,717,501,29.0,1,1,0,0,140222
3033,27,1Story,NWAmes,7,5,232.0,0.0,3,2.5,1558,622,13.0,0,1,0,0,256570
3576,5,1Story,CollgCr,8,5,230.0,0.0,5,3.0,1660,825,1.0,0,1,0,0,316259
2047,31,SLvl,NWAmes,7,5,237.0,0.0,-1,2.5,1164,374,0.0,1,1,0,0,200092
2826,13,2Story,Gilbert,7,5,247.0,0.0,5,2.5,873,578,9.0,1,1,0,0,268024
2042,65,2Story,OldTown,6,6,185.0,0.0,55,1.5,761,446,33.0,1,1,0,0,79026
3625,40,1Story,NWAmes,8,5,259.0,0.0,31,3.0,1486,514,27.0,0,1,0,0,231280
1935,56,1Story,Mitchel,5,5,181.0,0.0,40,2.0,1218,633,19.0,0,0,0,0,123864
2814,52,2Story,NAmes,6,6,249.0,0.0,9,2.5,732,486,54.0,1,1,0,0,245879
1613,40,1Story,NAmes,5,5,219.0,0.0,53,2.0,1239,510,37.0,0,1,0,0,124520
1983,47,2Story,BrDale,6,6,160.0,0.0,42,1.5,731,216,31.0,1,1,0,0,119584
3281,6,1Story,Somerst,8,5,241.0,0.0,7,2.0,1452,755,0.0,0,1,0,0,268457
1813,36,2Story,BrDale,6,5,193.0,0.0,40,1.5,460,449,30.0,1,1,0,0,108269
2789,45,2Story,NAmes,6,6,273.0,0.0,58,2.5,852,486,46.0,1,1,0,0,161074
3367,2,1Story,NridgHt,8,5,259.0,0.0,0,2.0,2076,784,0.0,0,1,0,0,260450
3623,13,2Story,NoRidge,8,5,356.0,0.0,14,3.5,872,799,15.0,1,1,0,0,363445
1847,92,1Story,OldTown,5,7,178.0,0.0,21,1.0,1079,297,91.0,0,1,0,0,148567
2666,83,2Story,Crawfor,7,7,271.0,0.0,13,3.5,1127,536,48.0,1,1,0,0,226680
2862,4,2Story,Gilbert,7,5,225.0,0.0,5,2.5,686,490,0.0,1,1,0,0,192644
1719,63,1Story,NAmes,5,7,195.0,0.0,8,2.0,684,314,51.0,0,1,0,0,124554
2300,46,1Story,NAmes,6,5,202.0,0.0,44,2.5,785,503,40.0,0,1,0,0,201046
2190,38,2Story,NAmes,5,6,216.0,0.0,53,1.5,696,247,75.0,1,1,0,0,119421
1992,88,1.5Fin,BrkSide,6,6,210.0,0.0,58,1.5,662,255,58.0,1,1,0,0,141378
2822,94,2Story,Gilbert,6,5,260.0,0.0,12,2.5,945,419,5.0,1,1,0,0,154034
4219,1,1Story,NridgHt,9,5,292.0,0.0,0,3.0,1840,873,1.0,0,1,0,0,407941
2153,23,2Story,BrDale,6,6,277.0,1.0,39,2.5,648,441,35.0,1,1,0,0,168682
1726,38,2Story,Crawfor,6,6,241.0,0.0,15,2.5,711,513,10.0,1,1,0,0,141888
1766,47,1Story,NAmes,6,5,237.0,0.0,26,2.0,1086,428,31.0,0,1,0,0,136246
3786,46,1Story,NWAmes,7,5,237.0,0.0,41,3.0,1704,467,28.0,0,1,0,0,166230
1723,43,1Story,NAmes,5,5,171.0,0.0,38,2.0,936,545,34.0,0,1,0,0,140050
2973,51,SLvl,NWAmes,6,6,199.0,0.0,50,2.5,830,385,33.0,0,1,0,0,149434
1528,96,1.5Fin,OldTown,5,7,178.0,0.0,49,1.0,1044,202,88.0,1,1,0,0,99720
3167,15,2Story,Gilbert,7,5,261.0,0.0,9,2.5,727,469,11.0,1,1,0,0,216213
4266,17,2Story,NoRidge,7,5,282.0,0.0,24,3.0,1769,742,15.0,1,1,0,0,222399
3516,9,2Story,NridgHt,8,5,218.0,0.0,3,3.5,1232,718,0.0,1,1,0,0,308996
3751,4,1Story,NridgHt,8,5,281.0,0.0,0,3.0,1702,1081,0.0,0,1,0,0,284628
3110,57,1.5Fin,NAmes,6,7,249.0,0.0,18,2.5,1081,466,42.0,1,1,0,0,187689
1911,61,1Story,NAmes,5,5,181.0,0.0,58,2.0,796,209,41.0,0,1,0,0,135623
2763,38,2Story,NWAmes,6,5,235.0,0.0,36,2.5,990,512,25.0,1,1,0,0,168380
2772,1,1Story,Somerst,8,5,234.0,0.0,0,2.0,1707,871,0.0,0,1,0,0,237890
1832,41,2Story,Edwards,6,7,252.0,0.0,3,2.0,674,563,31.0,1,1,0,0,161609
3692,7,1Story,Timber,8,5,301.0,0.0,1,3.0,2269,617,1.0,0,1,0,0,223064
1346,43,1Story,NAmes,5,5,176.0,0.0,1,2.0,855,271,51.0,0,1,0,0,145766
2613,8,1Story,Mitchel,6,5,194.0,0.0,11,2.0,1395,563,8.0,0,1,0,0,271500
1796,75,1.5Fin,IDOTRR,6,6,189.0,0.0,60,1.5,545,231,76.0,1,1,0,0,126168
3529,10,2Story,CollgCr,7,5,265.0,0.0,14,2.5,1517,478,0.0,1,1,0,0,274960
1937,59,1Story,NAmes,5,7,200.0,0.0,6,2.0,1097,249,41.0,0,1,0,0,134822
1562,43,1Story,NAmes,5,5,184.0,0.0,56,1.0,732,321,56.0,0,1,0,0,116247
1659,6,1Story,Edwards,5,5,182.0,0.0,4,2.0,664,440,10.0,0,1,0,0,175963
1885,70,1.5Fin,NAmes,6,7,208.0,0.0,5,1.5,934,246,68.0,1,1,0,0,131034
1627,49,1Story,NAmes,5,6,199.0,0.0,42,2.0,950,238,67.0,0,1,0,0,129060
2495,81,2Story,SWISU,6,6,210.0,0.0,54,1.5,766,288,73.0,1,1,0,0,135163
1353,40,1Story,Edwards,5,5,173.0,0.0,2,2.0,830,570,7.0,0,1,0,0,137285
3945,3,1Story,ClearCr,7,5,353.0,0.0,7,3.0,1787,351,14.0,0,1,0,0,222258
1811,36,1Story,Mitchel,5,5,182.0,0.0,29,2.0,699,0,26.0,0,1,0,0,160792
2004,80,1.5Fin,OldTown,6,6,237.0,0.0,57,1.0,646,216,67.0,1,1,0,0,112029
2208,13,2Story,Gilbert,7,5,249.0,0.0,4,2.5,828,481,1.0,1,1,0,0,160686
2159,72,1Story,NAmes,5,6,172.0,0.0,60,2.0,1228,265,57.0,0,1,0,0,127664
3194,42,2Story,Edwards,6,5,222.0,0.0,33,2.0,1059,348,29.0,1,1,0,0,157891
2360,83,2Story,OldTown,6,5,266.0,0.0,14,2.0,605,534,13.0,1,1,0,0,127863
2219,14,2Story,Gilbert,6,5,244.0,0.0,20,2.5,833,459,12.0,1,1,0,0,231374
2607,9,1Story,CollgCr,7,5,250.0,0.0,4,2.0,1914,894,0.0,0,1,0,0,197029
2425,6,1Story,CollgCr,7,5,227.0,0.0,5,3.0,1644,405,5.0,0,1,0,0,213927
1841,43,2Story,NWAmes,6,6,233.0,0.0,37,2.5,771,563,43.0,1,1,0,0,142948
2446,75,2Story,Crawfor,7,7,240.0,0.0,13,2.5,979,490,16.0,1,1,0,0,182369
3166,23,2Story,NWAmes,7,5,288.0,0.0,1,2.5,749,575,14.0,1,1,0,0,211704
2035,37,1Story,NAmes,5,6,207.0,0.0,48,2.0,939,240,38.0,0,1,0,0,154704
2941,111,1.5Fin,OldTown,6,8,196.0,0.0,18,2.0,940,820,69.0,1,1,0,0,130612
1659,40,1Story,NAmes,5,5,187.0,0.0,32,1.0,953,390,48.0,0,0,0,0,84312
2631,11,2Story,CollgCr,8,5,247.0,0.0,9,3.5,960,610,8.0,1,1,0,0,303366
4186,12,2Story,NoRidge,9,5,353.0,0.0,3,3.5,1930,908,2.0,1,1,0,0,387402
3101,40,1Story,NAmes,6,5,197.0,0.0,40,2.0,907,446,31.0,0,1,0,0,146004
3092,34,1Story,NAmes,7,5,236.0,0.0,11,2.5,1585,490,42.0,0,1,0,0,261383
2070,88,1.5Fin,IDOTRR,6,8,187.0,0.0,53,1.0,762,220,97.0,1,1,0,0,136183
2859,43,1Story,CollgCr,7,5,231.0,0.0,5,2.0,1622,451,13.0,0,1,0,0,254322
3710,11,2Story,NridgHt,9,5,268.0,0.0,4,3.5,1199,612,0.0,1,1,0,0,373373
2013,7,1Story,CollgCr,5,5,229.0,0.0,4,2.0,903,467,12.0,0,1,0,0,128997
1441,94,1.5Fin,OldTown,4,5,160.0,0.0,57,1.0,585,0,,1,1,0,0,78268
2700,50,1Story,NWAmes,7,5,236.0,0.0,2,3.0,1640,456,2.0,0,1,0,0,262258
2375,93,2Story,SWISU,7,7,207.0,0.0,7,2.5,658,321,72.0,1,1,0,0,155983
1566,42,1Story,NAmes,5,5,181.0,0.0,48,2.0,1012,430,39.0,0,1,0,0,140428
2990,54,1Story,NAmes,5,6,202.0,0.0,49,2.0,1699,550,39.0,0,1,0,0,164977
2492,70,2Story,Crawfor,7,8,258.0,0.0,9,2.5,597,469,32.0,1,1,0,0,197563
2162,97,2Story,OldTown,6,6,248.0,0.0,16,2.5,858,287,64.0,1,1,0,0,134153
2906,10,2Story,SawyerW,7,5,313.0,0.0,3,3.5,871,748,8.0,1,1,0,0,259990
1984,99,2Story,OldTown,6,5,199.0,0.0,12,1.5,907,484,51.0,1,1,0,0,126888
1827,92,2Story,OldTown,7,8,268.0,0.0,19,1.5,558,173,77.0,1,1,0,0,176403
2315,47,1Story,NAmes,6,6,181.0,0.0,32,2.0,844,471,50.0,0,1,0,0,138863
1487,47,1Story,Sawyer,5,5,203.0,0.0,38,2.0,813,253,42.0,0,0,0,0,138838
1630,51,1Story,NAmes,5,5,149.0,0.0,41,1.0,964,223,43.0,0,0,0,0,90037
3160,6,1Story,Somerst,7,5,246.0,0.0,0,2.0,1381,438,2.0,0,1,0,0,246837
1603,47,1Story,NAmes,5,5,188.0,0.0,48,2.0,630,596,39.0,0,0,0,0,114613
2210,55,1.5Fin,OldTown,5,7,263.0,0.0,50,2.0,947,265,74.0,1,1,0,0,166271
2962,9,2Story,CollgCr,7,5,252.0,0.0,4,3.5,930,566,4.0,1,1,0,0,227887
2840,33,1Story,NWAmes,8,5,225.0,0.0,34,2.5,1518,552,25.0,0,1,0,0,218964
2056,45,1Story,NAmes,5,5,169.0,0.0,33,2.0,1399,434,53.0,0,1,0,0,176479
1914,44,1Story,NAmes,5,6,179.0,0.0,30,1.0,842,263,60.0,0,0,0,0,117485
2103,5,1Story,CollgCr,7,5,239.0,0.0,0,2.0,1183,829,3.0,0,1,0,0,209949
2310,76,2Story,Gilbert,7,5,296.0,0.0,12,3.5,744,547,14.0,1,1,0,0,195917
1451,69,1Story,OldTown,5,7,197.0,0.0,60,1.0,656,238,88.0,0,1,0,0,88530
3164,2,2Story,NridgHt,9,5,235.0,0.0,-1,3.5,1006,916,1.0,1,1,0,0,368726
2651,37,2Story,NWAmes,7,5,249.0,0.0,2,2.5,1169,637,7.0,1,1,0,0,222228
2717,9,2Story,CollgCr,7,5,254.0,0.0,7,2.5,1005,608,18.0,1,1,0,0,230165
3747,5,2Story,Gilbert,7,5,369.0,0.0,4,3.5,812,460,12.0,1,1,0,0,243202
1533,30,1Story,NAmes,6,5,176.0,0.0,52,2.0,768,519,61.0,0,1,0,0,128502
1494,40,1Story,Edwards,5,5,180.0,0.0,52,1.0,745,39,,0,1,0,0,78135
2085,55,1Story,NAmes,5,7,174.0,0.0,52,2.0,731,273,44.0,0,1,0,0,119605
2113,50,2Story,BrDale,6,6,285.0,0.0,28,2.5,835,470,41.0,1,1,0,0,152594
1923,93,1.5Fin,BrkSide,5,6,173.0,0.0,56,1.0,952,239,83.0,1,1,0,0,109390
2672,8,1Story,CollgCr,7,5,288.0,0.0,1,2.0,1829,751,3.0,0,1,0,0,312452
2197,45,1Story,NAmes,5,5,222.0,0.0,42,2.0,1489,525,52.0,0,1,0,0,170034
2004,88,2Story,OldTown,6,8,207.0,0.0,10,1.5,714,320,65.0,1,1,0,0,117860
1761,63,1.5Fin,OldTown,5,7,258.0,0.0,59,2.0,819,251,70.0,1,1,0,0,115838
3788,4,1Story,NridgHt,9,5,314.0,0.0,0,3.5,1511,803,1.0,0,1,0,0,371446
1916,57,1Story,NAmes,5,5,172.0,0.0,60,1.0,1054,454,47.0,0,1,0,0,127421
2854,9,1Story,CollgCr,7,5,180.0,0.0,2,2.0,1062,457,8.0,0,1,0,0,157441
2536,2,2Story,CollgCr,7,5,309.0,0.0,9,2.5,846,583,7.0,1,1,0,0,241821
1612,48,1Story,NAmes,5,5,195.0,0.0,45,2.0,1021,264,40.0,0,1,0,0,144161
2775,7,2Story,NridgHt,8,5,271.0,0.0,2,3.5,1514,679,4.0,1,1,0,0,312259
1539,34,1.5Fin,NAmes,5,6,235.0,0.0,52,1.5,608,251,34.0,1,1,0,0,118198
1620,89,1Story,Edwards,5,5,165.0,0.0,60,2.0,840,0,,0,1,0,0,162211
3037,0,1Story,Somerst,7,5,222.0,0.0,3,2.0,1589,844,1.0,0,1,0,0,186854
2124,3,1Story,CollgCr,7,5,200.0,0.0,4,2.0,1006,419,5.0,0,1,0,0,188369
2470,6,2Story,CollgCr,7,5,246.0,0.0,-1,2.5,784,457,3.0,1,1,0,0,168293
2755,14,1Story,CollgCr,7,5,252.0,0.0,6,3.0,1476,561,1.0,0,1,0,0,235674
3858,0,2Story,Somerst,8,5,240.0,0.0,0,2.5,1020,542,0.0,1,1,0,0,257040
2900,59,1Story,NAmes,5,7,248.0,0.0,4,2.5,1083,471,38.0,0,1,0,0,149775
1731,97,1Story,Edwards,5,6,155.0,0.0,60,1.0,570,205,50.0,0,1,0,0,129795
1741,100,1Story,OldTown,4,5,212.0,0.0,60,1.0,996,0,,0,1,0,0,73780
2127,91,1.5Fin,OldTown,5,4,200.0,0.0,54,2.0,395,228,79.0,1,1,0,0,114620
2195,13,2Story,OldTown,6,5,250.0,0.0,11,2.5,841,576,37.0,1,1,0,0,212942
3181,13,2Story,Gilbert,7,5,290.0,0.0,17,3.5,984,754,0.0,1,1,0,0,267451
2384,17,2Story,Gilbert,7,5,234.0,0.0,15,2.5,915,475,22.0,1,1,0,0,262966
2313,49,1Story,NAmes,6,7,167.0,0.0,4,2.0,870,465,48.0,0,1,0,0,147042
2051,37,1Story,NAmes,6,5,188.0,0.0,1,2.0,875,461,45.0,0,1,0,0,101990
2468,48,2Story,NWAmes,6,5,248.0,0.0,13,2.5,903,553,44.0,1,1,0,0,171351
1758,96,1.5Fin,BrkSide,5,7,164.0,0.0,56,1.0,672,240,61.0,1,1,0,0,150028
3660,9,1Story,StoneBr,8,5,268.0,0.0,2,3.0,1752,961,3.0,0,1,0,0,278939
1606,52,1Story,NAmes,4,6,147.0,0.0,56,1.0,587,321,33.0,0,1,0,0,93990
1869,41,1Story,NAmes,5,5,171.0,0.0,40,2.0,680,288,30.0,0,1,0,0,139724
2204,93,2Story,Crawfor,6,7,256.0,0.0,15,1.5,785,207,91.0,1,1,0,0,146554
1429,73,1.5Fin,OldTown,5,6,198.0,0.0,60,1.0,745,219,74.0,1,1,0,0,100350
1891,44,1Story,NAmes,5,5,195.0,0.0,31,2.0,1431,337,51.0,0,0,0,0,116351
1893,5,1Story,Somerst,7,5,187.0,0.0,-1,2.0,978,523,2.0,0,1,0,0,183606
1492,66,1Story,NAmes,5,7,194.0,0.0,59,2.0,739,260,36.0,0,1,0,0,157387
3505,52,2Story,SawyerW,7,7,320.0,0.0,20,3.5,836,674,16.0,1,1,0,0,230299
1773,77,1Story,OldTown,5,7,180.0,0.0,60,2.0,786,278,87.0,0,1,0,0,130164
2190,46,1Story,NAmes,6,5,261.0,0.0,41,2.0,1173,491,52.0,0,1,0,0,146415
2421,9,1Story,CollgCr,7,5,237.0,0.0,4,2.0,1805,576,11.0,0,1,0,0,214447
3930,1,2Story,NridgHt,8,5,261.0,0.0,3,3.5,1312,646,12.0,1,1,0,0,290061
2262,35,1Story,Mitchel,6,5,178.0,0.0,14,2.0,1499,476,16.0,0,1,0,0,147626
1742,37,1Story,NAmes,6,5,198.0,0.0,7,2.0,739,435,52.0,0,1,0,0,144999
1546,77,1.5Fin,OldTown,5,6,192.0,0.0,54,1.5,577,283,48.0,1,1,0,0,135156
2752,0,1Story,NridgHt,8,5,239.0,0.0,3,3.0,1530,823,5.0,0,1,0,0,272915
1963,57,1Story,NAmes,5,5,145.0,0.0,60,1.0,600,260,51.0,0,0,0,0,185666
2157,86,1Story,NAmes,5,6,203.0,0.0,52,1.0,929,279,42.0,0,1,0,0,130693
1976,38,SLvl,NAmes,6,5,187.0,0.0,29,2.0,441,600,36.0,1,1,0,0,93392
1375,40,2Story,Somerst,7,5,315.0,0.0,0,2.5,680,490,8.0,1,1,0,0,147237
1457,40,1Story,Sawyer,5,5,203.0,0.0,37,2.0,714,13,31.0,0,0,0,0,121998
2752,0,1Story,NridgHt,8,5,251.0,0.0,-1,2.5,1621,839,3.0,0,1,0,0,296368
3612,3,1Story,Timber,8,5,272.0,0.0,4,3.0,1863,797,0.0,0,1,0,0,322995
2056,105,1.5Fin,OldTown,5,7,183.0,0.0,56,2.0,713,234,50.0,1,1,0,0,122473
2570,2,1Story,CollgCr,7,5,220.0,0.0,5,3.0,1170,421,2.0,1,1,0,0,305405
3058,6,2Story,Somerst,7,5,256.0,0.0,1,3.5,669,510,3.0,1,1,0,0,193162
1973,61,1Story,NAmes,5,6,190.0,0.0,58,1.0,1029,379,49.0,0,1,0,0,83893
3022,8,2Story,Somerst,7,5,221.0,0.0,6,2.5,1079,526,6.0,1,1,0,0,150016
4616,0,1Story,Somerst,9,5,234.0,0.0,0,2.0,1976,830,3.0,0,1,0,0,288852
1108,54,1Story,NAmes,5,5,171.0,0.0,58,1.0,792,0,54.0,0,1,0,0,102021
2521,99,2Story,OldTown,7,7,238.0,0.0,10,2.5,872,432,90.0,1,1,0,0,222319
2561,16,2Story,Gilbert,7,5,247.0,0.0,11,2.5,760,506,21.0,1,1,0,0,263122
3507,0,1Story,NridgHt,8,5,327.0,0.0,3,3.0,1420,823,0.0,0,1,0,0,215592
1592,38,1Story,NAmes,5,5,199.0,0.0,28,2.0,929,0,31.0,0,1,0,0,159505
2682,57,1.5Fin,NAmes,5,7,226.0,0.0,4,2.0,1206,305,51.0,1,1,0,0,114569
2855,11,2Story,NoRidge,8,5,297.0,0.0,10,3.5,1208,953,5.0,1,1,0,0,299461
3313,33,1Story,Mitchel,5,5,169.0,0.0,27,2.0,1252,622,29.0,0,1,0,0,144798
2457,114,1.5Fin,OldTown,5,7,253.0,0.0,14,2.0,925,840,47.0,1,1,0,0,164536
1648,91,2Story,Edwards,6,5,195.0,0.0,8,2.0,739,495,54.0,1,1,0,0,163886
3250,11,1Story,CollgCr,9,5,293.0,0.0,2,2.5,745,700,0.0,0,1,0,0,214971
2834,70,1Story,NAmes,5,6,192.0,0.0,51,2.0,1655,392,58.0,1,1,0,0,156527
1310,57,1Story,Edwards,5,6,201.0,0.0,59,1.0,521,214,82.0,0,1,0,0,97369
3187,35,1Story,CollgCr,6,5,219.0,0.0,32,2.0,1294,598,28.0,0,1,0,0,244095
1877,38,2Story,NAmes,5,5,189.0,0.0,47,1.5,661,531,31.0,1,1,0,0,92493
2806,46,1Story,NWAmes,6,5,267.0,0.0,31,2.5,1254,533,28.0,0,1,0,0,206100
1510,56,1Story,NAmes,4,5,175.0,0.0,60,1.0,661,300,38.0,0,0,0,0,90913
2199,65,1Story,NAmes,5,5,186.0,0.0,15,2.0,1092,471,60.0,0,1,0,0,138111
3294,9,1Story,CollgCr,7,5,303.0,0.0,-1,2.0,1187,562,2.0,0,1,0,0,239374
2614,35,1Story,Mitchel,6,5,169.0,0.0,-1,2.0,1087,424,23.0,0,1,0,0,167842
3125,52,1Story,NAmes,6,5,232.0,0.0,4,2.0,1109,422,48.0,0,1,0,0,160211
1686,80,1Story,Edwards,5,5,184.0,0.0,54,1.0,942,503,57.0,0,1,0,0,125586
3265,4,2Story,Gilbert,7,5,253.0,0.0,7,2.5,864,547,11.0,1,1,0,0,223792
4074,11,2Story,NoRidge,8,5,314.0,0.0,-1,3.5,1760,855,4.0,1,1,0,0,295678
2268,6,1Story,CollgCr,7,5,232.0,0.0,-1,2.5,1421,488,5.0,0,1,0,0,205893
1686,32,SLvl,NAmes,6,5,198.0,0.0,40,2.0,720,455,44.0,0,1,0,0,117417
3256,44,1Story,NAmes,6,6,190.0,0.0,21,2.0,1424,507,26.0,0,1,0,0,172771
2775,11,2Story,Gilbert,7,5,249.0,0.0,14,3.5,806,573,11.0,1,1,0,0,232408
2303,95,2Story,OldTown,7,9,219.0,0.0,0,2.0,973,422,72.0,1,1,0,0,171329
1583,77,1.5Fin,IDOTRR,5,6,162.0,0.0,53,1.5,732,252,32.0,1,1,0,0,90634
2717,38,1Story,NAmes,6,5,181.0,0.0,33,2.0,1668,422,49.0,0,1,0,0,123474
1486,52,2Story,NAmes,6,6,183.0,1.0,37,1.5,522,221,53.0,1,1,0,0,154515
2373,3,1Story,CollgCr,7,5,240.0,0.0,5,2.0,1270,581,8.0,0,1,0,0,153494
1491,54,1Story,NAmes,5,7,179.0,0.0,46,1.0,902,275,45.0,0,1,0,0,109238
2032,45,1Story,CollgCr,6,5,191.0,0.0,36,2.0,730,513,52.0,0,1,0,0,126571
3123,43,1Story,NAmes,6,5,202.0,0.0,8,2.0,1666,319,43.0,0,1,0,0,176766
1590,43,1Story,BrkSide,4,7,226.0,0.0,57,1.0,554,263,52.0,0,1,0,0,86206
2751,1,1Story,Timber,7,5,224.0,0.0,3,2.0,1449,492,0.0,0,1,0,0,222387
2891,41,1Story,CollgCr,5,5,181.0,0.0,3,2.0,1312,459,5.0,0,1,0,0,188292
1981,47,1Story,NAmes,5,5,188.0,0.0,16,2.0,850,444,47.0,0,1,0,0,126801
1456,52,1Story,NAmes,4,6,157.0,0.0,53,1.0,812,252,48.0,0,0,0,0,145777
2626,8,2Story,SawyerW,6,5,245.0,0.0,11,2.0,1210,493,9.0,1,1,0,0,148698
1862,44,1Story,NAmes,5,6,167.0,0.0,52,1.0,623,336,26.0,0,1,0,0,149572
2859,0,1Story,CollgCr,7,5,245.0,0.0,3,3.0,1553,607,4.0,0,1,0,0,175287
2928,45,1Story,Mitchel,5,5,189.0,0.0,29,2.0,978,288,29.0,0,1,0,0,107438
3217,36,1Story,NWAmes,5,5,167.0,0.0,33,2.0,1416,458,28.0,0,1,0,0,169286
2205,19,2Story,OldTown,7,5,287.0,0.0,16,2.5,901,430,27.0,1,1,0,0,174690
1986,14,2Story,Gilbert,7,5,216.0,0.0,8,2.5,979,486,18.0,1,1,0,0,206348
4236,11,2Story,NoRidge,7,5,359.0,0.0,13,3.5,1378,568,19.0,1,1,0,0,260288
1538,47,1Story,NAmes,5,5,188.0,0.0,36,2.0,528,280,41.0,0,0,0,0,136982
2716,40,2Story,NAmes,6,5,165.0,0.0,6,2.0,624,362,45.0,1,1,0,0,145077
1889,87,1.5Fin,SWISU,6,7,215.0,0.0,56,2.0,667,262,71.0,1,1,0,0,126313
2073,51,SLvl,NAmes,6,6,186.0,0.0,45,2.0,1184,547,40.0,1,1,0,0,138444
1907,46,1Story,NAmes,5,7,163.0,0.0,6,1.0,659,343,51.0,0,1,0,0,115968
1606,44,1Story,NAmes,5,5,174.0,0.0,53,1.0,626,281,67.0,0,0,0,0,82827
2710,6,1Story,SawyerW,7,5,252.0,0.0,11,3.0,1445,582,23.0,0,1,0,0,215755
1898,43,1Story,NAmes,5,5,190.0,0.0,32,2.0,812,324,66.0,0,1,0,0,136427
1872,35,2Story,NAmes,6,6,261.0,0.0,45,1.5,897,186,58.0,1,1,0,0,143877
1947,62,1.5Fin,OldTown,5,6,198.0,0.0,59,1.0,822,307,49.0,1,1,0,0,73066
1870,52,1Story,NAmes,5,5,145.0,0.0,33,2.0,624,248,41.0,0,1,0,0,139067
1733,40,1Story,NAmes,6,5,223.0,0.0,26,2.0,876,498,32.0,0,1,0,0,128148
4737,5,1Story,CollgCr,7,5,293.0,0.0,5,2.5,1691,598,13.0,0,1,0,0,225229
3848,13,2Story,NoRidge,8,5,322.0,0.0,12,3.5,1424,837,8.0,1,1,0,0,327257
1918,49,1Story,NAmes,5,5,173.0,0.0,38,2.0,863,537,48.0,0,1,0,0,162760
3020,0,2Story,Somerst,7,5,270.0,1.0,5,2.5,1041,512,0.0,1,1,0,0,229462
